MAG	CUBHE	ConsistencyHE	CPB	FilteredSequences	d	LowerCI	UpperCI
SRR6744512_metabat_11	1.099596	0.4332005	-0.4171533	29	0.06171865	0.04171359	0.09344084
SRR6744512_metabat_12	0.8826305	0.4058589	-0.3945535	11	0.1706234	0.1176256	0.2526657
SRR6744512_metabat_13	0.6993023	0.2666447	-0.3793771	47	0.1491295	0.08061014	0.2925598
SRR6744512_metabat_14	0.5991317	0.2656085	-0.3854473	254	0.2789147	0.1456638	0.5703658
SRR6744512_metabat_15	0.5860292	0.5099271	-0.4194816	37	5.893632	4.867146	7.174695
SRR6744512_metabat_16	0.579099	0.5815206	-0.3945811	75	20.65993	13.2122	33.29587
SRR6744512_metabat_17	0.805142	0.5458683	-0.4112229	49	1.287576	1.057134	1.57715
SRR6744513_metabat_1	0.6165835	0.2520374	-0.3817226	167	0.2184481	0.1123925	0.4549061
SRR6744513_metabat_2	0.8534228	0.2822486	-0.3908891	33	0.07011672	0.03982217	0.1296874
SRR6744514_metabat_01	0.7089468	0.5424888	-0.4041609	19	2.849878	2.383565	3.42324
SRR6744514_metabat_02	0.5734057	0.4932856	-0.4150589	59	5.223502	4.27529	6.419399
SRR6744514_metabat_03	0.6298919	0.4930393	-0.4085407	45	3.016446	2.561335	3.566205
SRR6744514_metabat_04	0.5336262	0.2943057	-0.4052085	90	0.5930738	0.3158746	1.184354
SRR6744514_metabat_05	0.9658261	0.494617	-0.3984056	13	0.2306789	0.1742777	0.3088886
SRR6744514_metabat_06	1.000803	0.5312889	-0.3926374	14	0.2612591	0.19678	0.3509959
SRR6744514_metabat_07	0.5099321	0.3120753	-0.4117241	66	0.8658294	0.4704653	1.687963
SRR6744514_metabat_08	0.8197104	0.1901472	-0.3913625	75	0.04100272	0.0205245	0.08830522
SRR6744514_metabat_09	0.9750928	0.5198287	-0.415234	8	0.2769082	0.2110453	0.3672894
SRR6744514_metabat_10	0.5401754	0.2131734	-0.3163832	154	0.247168	0.1158474	0.5776257
SRR6744514_metabat_11	1.076627	0.4588137	-0.4529363	51	0.08614142	0.06015135	0.125755
SRR6744514_metabat_12	0.6350703	0.5085598	-0.4016412	59	3.56295	3.055905	4.1683
SRR6744514_metabat_13	0.6771341	0.4733744	-0.467227	29	1.535494	1.266877	1.871097
SRR6744515_metabat_1	0.640842	0.3477346	-0.4000539	84	0.4822485	0.2968605	0.8119322
SRR6744516_metabat_01	0.6403981	0.3967389	-0.3934756	70	0.8288483	0.5676396	1.236456
SRR6744516_metabat_02	0.4252632	0.2464625	-0.4324249	112	0.7885404	0.361138	1.897282
SRR6744516_metabat_03	0.9300975	0.2588313	-0.4094253	34	0.03916206	0.02168825	0.07463202
SRR6744516_metabat_04	0.7293214	0.4228617	-0.3749101	9	0.5669244	0.4140763	0.7876169
SRR6744516_metabat_05	1.14592	0.4388682	-0.4090905	18	0.05049627	0.03385296	0.07714964
SRR6744516_metabat_06	0.9344773	0.4841101	-0.4131072	13	0.2557532	0.1942969	0.3404105
SRR6744516_metabat_07	0.9062923	0.4773924	-0.3933025	16	0.2886086	0.2204974	0.3818052
SRR6744516_metabat_08	0.6502479	0.2806597	-0.4033524	78	0.2307939	0.1258538	0.4480252
SRR6744516_metabat_09	0.7201223	0.1386555	-0.3797305	2	0.046265	0.02122263	0.1110911
SRR6744516_metabat_10	0.9271646	0.5100753	-0.4072758	30	0.3471161	0.2703435	0.4497923
SRR6744516_metabat_11	0.5515254	0.2893947	-0.3174009	199	0.4937755	0.2630251	0.9858887
SRR6744516_metabat_12	0.4124062	0.2581124	-0.4685036	54	0.9971777	0.4603928	2.374939
SRR6744516_metabat_13	0.6477998	0.2697965	-0.3965591	174	0.2115331	0.1132141	0.4199545
SRR6744516_metabat_14	0.5267655	0.4128232	-0.3699541	156	2.623678	1.788058	3.935408
SRR6744522_metabat_01	0.6358813	0.4948026	-0.4139026	37	2.923119	2.492376	3.440932
SRR6744522_metabat_02	0.5738133	0.4601349	-0.3933629	42	3.237063	2.526541	4.184898
SRR6744522_metabat_03	0.7001563	0.2927325	-0.4063874	9	0.1881179	0.1060922	0.3508444
SRR6744522_metabat_04	0.5646411	0.4668291	-0.3957198	18	3.87953	3.050811	4.975246
SRR6744522_metabat_05	0.746207	0.5434221	-0.3957601	10	2.06261	1.723638	2.479816
SRR6744522_metabat_06	0.8113052	0.3828599	-0.3986611	38	0.2159284	0.1443475	0.3309602
SRR6744522_metabat_07	0.8796697	0.3887584	-0.3839059	4	0.1488592	0.09977911	0.2274744
SRR6744522_metabat_08	
SRR6744522_metabat_09	0.3403313	0.3305786	-0.2881728	463	4.877687	2.36338	10.936
SRR6744522_metabat_10	0.4704226	0.3192237	-0.4100031	70	1.292996	0.6945455	2.555752
SRR6744522_metabat_11	0.7044703	0.2430956	-0.40423	57	0.1175135	0.06137943	0.2402723
SRR6744522_metabat_12	0.8550847	0.2047067	-0.4125657	52	0.03823	0.0196113	0.07990007
SRR6744522_metabat_13	0.850464	0.3417909	-0.4144506	52	0.1171982	0.07286273	0.1950814
SRR6744522_metabat_14	0.4514592	0.5172706	-0.4148089	64	31.22921	20.61634	48.54737
SRR6744522_metabat_15	
SRR6744522_metabat_16	0.5058956	0.2368628	-0.4086537	248	0.394128	0.1877819	0.9023516
SRR6744522_metabat_17	0.6139301	0.5189211	-0.4009683	47	5.082888	4.260876	6.090911
SRR6744522_metabat_18	0.6953786	0.5527319	-0.3190171	91	3.730988	3.020773	4.638234
SRR6744522_metabat_19	0.6108123	0.207483	-0.3636077	27	0.150267	0.07220627	0.3404041
SRR6744524_metabat_1	0.7472183	0.3098552	-0.4736026	33	0.1642612	0.09618721	0.2930842
SRR6744524_metabat_2	0.6475821	0.5015045	-0.3999429	55	2.874417	2.474076	3.350411
SRR6744531_metabat_1	0.9375175	0.4095821	-0.3865372	15	0.1264787	0.08667885	0.1885332
SRR6744531_metabat_2	0.9765545	0.1386555	-0.3751314	19	0.0137923	0.006719546	0.0307131
SRR6744531_metabat_3	0.7167775	0.3107423	-0.3908692	46	0.2002795	0.1168707	0.3588117
SRR6744531_metabat_4	0.9235826	0.5357151	-0.388086	28	0.4635013	0.362961	0.5970982
SRR6744531_metabat_5	0.8392962	0.3835635	-0.3748488	21	0.1820898	0.1215774	0.2794798
SRR6744532_metabat_1	0.6491593	0.2333555	-0.4070234	75	0.1500885	0.07595741	0.3189166
SRR6744532_metabat_2	1.00807	0.2562227	-0.4173136	49	0.02625529	0.01455739	0.0499657
SRR6744532_metabat_3	0.9757533	0.4306251	-0.4610155	10	0.1211998	0.0847376	0.1766913
SRR6744532_metabat_4	0.802678	0.3148009	-0.4019597	43	0.1228432	0.07298088	0.2155155
SRR6744532_metabat_5	0.8705797	0.4704875	-0.4673481	18	0.3428899	0.2637755	0.4502607
SRR6744532_metabat_6	0.715055	0.3930739	-0.4142457	46	0.4575601	0.3131347	0.6831289
SRR6744533_metabat_1	0.8047352	0.3839561	-0.4211257	36	0.2275888	0.1525261	0.347846
SRR6744533_metabat_2	0.475183	0.2567408	-0.4049023	90	0.606604	0.2926494	1.36736
SRR6744533_metabat_3	0.459565	0.257292	-0.3900609	61	0.6858391	0.3277051	1.564615
SRR6744533_metabat_4	0.7218232	0.5382071	-0.3987047	18	2.392986	2.022672	2.842714
SRR6744534_metabat_1	0.7980291	0.2894141	-0.4552825	59	0.1014688	0.05789614	0.1866511
SRR6744536_metabat_1	0.7042403	0.5190651	-0.4013092	18	2.175927	1.886166	2.517614
SRR6744536_metabat_2	0.6814089	0.5358859	-0.3782601	7	3.364634	2.83882	4.004561
SRR6744536_metabat_3	0.9126629	0.2633462	-0.3915515	80	0.04425142	0.0246163	0.08388456
SRR6744536_metabat_4	0.622005	0.4658936	-0.3889079	31	2.251308	1.815898	2.809989
SRR6744536_metabat_5	0.6199823	0.4164298	-0.3710496	36	1.228594	0.8781613	1.74789
SRR6744540_metabat_1	0.6183746	0.5091322	-0.3961669	71	4.218475	3.581759	4.987671
SRR6744542_metabat_1	0.4547168	0.2658316	-0.4020537	80	0.7831551	0.3781924	1.763192
SRR6744543_metabat_1	0.9138568	0.4072672	-0.3912446	23	0.1427736	0.09801487	0.2124141
SRR6744543_metabat_2	0.8150722	0.5255973	-0.3957881	24	0.934305	0.7770114	1.128998
SRR6744543_metabat_3	0.7285995	0.2705305	-0.3773661	8	0.1294239	0.07087725	0.2499657
SRR6744543_metabat_4	0.5771159	0.3718063	-0.4037136	80	1.020815	0.6484837	1.657715
SRR6744550_metabat_1	0.5816752	0.2024056	-0.3810103	192	0.1716232	0.08084985	0.3985291
SRR6744551_metabat_1	0.6263898	0.4815107	-0.3960738	76	2.663762	2.22101	3.210135
SRR6744555_metabat_1	0.7385104	0.5308465	-0.3987672	39	1.875885	1.60172	2.204927
SRR6744555_metabat_2	0.6193243	0.4739902	-0.3929396	44	2.567897	2.105781	3.149412
SRR6744556_metabat_1	0.6588985	0.1974596	-0.3802853	131	0.1035561	0.05000583	0.2331591
SRR6744556_metabat_2	
SRR6744557_metabat_01	0.9220646	0.5314045	-0.3917974	34	0.4478201	0.3512891	0.5758265
SRR6744557_metabat_02	0.6283207	0.4781844	-0.4007596	30	2.503255	2.075598	3.034458
SRR6744557_metabat_03	0.4471393	0.3132377	-0.4032716	74	1.458132	0.761299	2.982816
SRR6744557_metabat_04	0.5615072	0.2826216	-0.3238313	270	0.4283094	0.2265112	0.862661
SRR6744557_metabat_05	1.061483	0.4450282	-0.4166847	16	0.08367234	0.05792885	0.1233189
SRR6744557_metabat_06	0.9774313	0.4618686	-0.4006191	16	0.1582657	0.1150823	0.2209507
SRR6744557_metabat_07	0.7467501	0.5097796	-0.3903086	18	1.343843	1.15179	1.57332
SRR6744557_metabat_08	0.974039	0.5231233	-0.4177869	25	0.2880087	0.2197733	0.38151
SRR6744557_metabat_09	0.5616399	0.5287037	-0.3789769	11	10.24715	7.945355	13.34187
SRR6744557_metabat_10	0.5156656	0.2431926	-0.4242788	121	0.392932	0.1901276	0.8824642
SRR6744557_metabat_11	0.6607643	0.2389005	-0.4602912	50	0.146997	0.07530286	0.307739
SRR6744557_metabat_12	0.5498413	0.3590505	-0.3936918	93	1.092442	0.6669369	1.856939
SRR6744557_metabat_13	0.6704476	0.4873331	-0.4191047	30	1.940673	1.646679	2.296108
SRR6744557_metabat_14	0.800116	0.5572682	-0.3987431	59	1.544967	1.244121	1.931736
SRR6744558_metabat_01	0.5729925	0.2450088	-0.4629421	39	0.2711962	0.1354979	0.5854023
SRR6744558_metabat_02	0.6618979	0.5062963	-0.4119338	11	2.689211	2.328219	3.115506
SRR6744558_metabat_03	1.072776	0.4587347	-0.3909035	5	0.08797115	0.0615087	0.1282416
SRR6744558_metabat_04	0.9710465	0.4930903	-0.4069215	9	0.2198441	0.1654668	0.2955873
SRR6744558_metabat_05	0.9824736	0.5289491	-0.4104122	18	0.2883086	0.2191659	0.3834837
SRR6744558_metabat_06	0.6459149	0.2581272	-0.390981	35	0.1919553	0.1007712	0.3900748
SRR6744558_metabat_07	0.502996	0.2891964	-0.4019187	76	0.7048208	0.3656683	1.452939
SRR6744558_metabat_08	1.129572	0.4225891	-0.4157553	10	0.04852611	0.03217917	0.07505543
SRR6744558_metabat_09	1.025147	0.5102165	-0.3789832	11	0.1831308	0.1356915	0.2504586
SRR6744558_metabat_10	1.052815	0.3389513	-0.4059661	3	0.03827338	0.02340493	0.064932
SRR6744558_metabat_11	0.6557624	0.524449	-0.3995319	25	3.657168	3.123332	4.297697
SRR6744558_metabat_12	0.6208506	0.4744359	-0.4002467	53	2.547716	2.092153	3.120044
SRR6744558_metabat_13	0.9546365	0.3200497	-0.3793617	3	0.05493607	0.03299501	0.09516521
SRR6744558_metabat_14	0.5817266	0.2687171	-0.4138209	69	0.3232299	0.1684507	0.6626875
SRR6744558_metabat_15	0.627644	0.2452869	-0.3822848	222	0.1911556	0.09773172	0.4011475
SRR6744558_metabat_16	0.446797	0.3922968	-0.3975903	76	4.189499	2.562911	7.104578
SRR6744558_metabat_17	0.3883766	0.1543512	-0.3871723	199	0.3829082	0.1501997	1.126239
SRR6744558_metabat_18	0.460548	0.2114094	-0.3775179	16	0.4162736	0.1855995	1.036292
SRR6744558_metabat_19	
SRR6744560_metabat_1	0.7083947	0.5273842	-0.3937192	24	2.339215	2.01234	2.728102
SRR6744560_metabat_2	0.6189287	0.3242922	-0.3829238	18	0.440668	0.2573336	0.7888085
SRR6744560_metabat_3	0.6208491	0.4703049	-0.3811016	17	2.411266	1.96318	2.979915
SRR6744560_metabat_4	0.51562	0.1982881	-0.3825002	74	0.2514107	0.1138506	0.6136146
SRR6744561_metabat_1	0.518146	0.2260623	-0.3980473	66	0.3247271	0.1532697	0.7522411
SRR6744561_metabat_2	0.8658575	0.257959	-0.4009229	151	0.05413733	0.02976912	0.1040496
SRR6744566_metabat_1	0.4182925	0.4726861	-0.3973256	93	20.74057	13.62176	32.4305
SRR6744569_metabat_1	1.171499	0.3275302	-0.4123201	112	0.02001033	0.01194023	0.03492756
SRR6744570_metabat_1	0.6900109	0.5198588	-0.3893393	68	2.497889	2.164194	2.891608
SRR6744572_metabat_1	0.5616271	0.4706834	-0.3801024	183	4.220572	3.334353	5.385929
SRR6744573_metabat_1	0.6264134	0.495614	-0.3963061	72	3.228488	2.744517	3.81233
SRR6744573_metabat_2	0.5196791	0.4004525	-0.3105473	125	2.371816	1.563916	3.69208
SRR6744579_metabat_1	0.6202401	0.2080652	-0.3837394	178	0.1426646	0.06887427	0.3213089
SRR6744580_metabat_1	0.4685311	0.2421773	-0.4143491	126	0.5439832	0.2553024	1.269164
SRR6744580_metabat_2	0.9847857	0.2531107	-0.3993835	43	0.02871031	0.01584351	0.05494638
SRR6744580_metabat_3	0.8849476	0.4203398	-0.3936659	30	0.1921557	0.1356508	0.2771525
SRR6744580_metabat_4	
SRR6744582_metabat_1	0.6580457	0.2063391	-0.3793282	113	0.1122839	0.05485871	0.2491646
SRR6744583_metabat_1	0.6006596	0.4820488	-0.3667934	145	3.408176	2.81265	4.151994
SRR6744586_metabat_1	0.8970564	0.5015776	-0.3758443	91	0.3919027	0.3085133	0.5020204
SRR6744586_metabat_2	0.8696337	0.3607868	-0.3913032	28	0.1234658	0.07910836	0.1985469
SRR6744586_metabat_3	0.7420168	0.3238164	-0.3903899	40	0.1928803	0.1156062	0.3349277
SRR6744586_metabat_4	
SRR6744587_metabat_1	0.771629	0.11469	-0.3762678	192	0.02999101	0.01361948	0.07293876
SRR6744588_metabat_1	0.8365053	0.3807166	-0.3740531	68	0.1804968	0.1199411	0.2785242
SRR6744589_metabat_1	0.9762559	0.4538338	-0.4070053	20	0.1482945	0.10684	0.2091415
SRR6744589_metabat_2	0.9686909	0.514179	-0.3899621	38	0.2733926	0.208684	0.3620289
SRR6744589_metabat_3	0.4014717	0.2650224	-0.4063989	75	1.181829	0.5466661	2.808092
SRR6744589_metabat_4	0.4850291	0.3181308	-0.3188427	226	1.13259	0.6131253	2.21791
SRR6744589_metabat_5	
SRR6744589_metabat_6	0.6318104	0.4978426	-0.3918551	55	3.165262	2.70209	3.721278
SRR6744589_metabat_7	1.016008	0.3170234	-0.4294247	12	0.03914236	0.02335906	0.06831292
SRR6744589_metabat_8	1.01487	0.3289073	-0.419165	20	0.0430194	0.02606261	0.07377679
SRR6744590_metabat_1	0.6157901	0.4800132	-0.4019536	45	2.877097	2.383377	3.491023
SRR6744590_metabat_2	0.7166086	0.5311955	-0.3981603	33	2.285537	1.955555	2.680609
SRR6744590_metabat_3	0.3792012	0.2869521	-0.3877165	181	1.870399	0.8787918	4.357742
SRR6744591_metabat_1	0.8696622	0.1839856	-0.381758	79	0.03060057	0.01535923	0.0656831
SRR6744591_metabat_2	0.9841129	0.4716258	-0.389201	91	0.165942	0.1216562	0.229599
SRR6744596_metabat_1	0.7705484	0.3123141	-0.3934426	41	0.1456422	0.08589985	0.2576875
SRR6744602_metabat_1	0.5373026	0.1137184	-0.3316245	141	0.1024348	0.04226148	0.2818864
SRR6744604_metabat_01	0.6094088	0.4557518	-0.3951114	18	2.20452	1.730569	2.832473
SRR6744604_metabat_02	0.4834684	0.2534884	-0.3809068	198	0.5509458	0.2658177	1.241782
SRR6744604_metabat_03	0.6241801	0.4744359	-0.3960822	34	2.472056	2.032115	3.024089
SRR6744604_metabat_04	0.7483018	0.504074	-0.394565	20	1.237892	1.055869	1.456615
SRR6744604_metabat_05	0.6159976	0.3302356	-0.3954663	23	0.4789427	0.2826664	0.8467519
SRR6744604_metabat_06	0.8725284	0.4403051	-0.3926211	46	0.2513605	0.1841303	0.3480915
SRR6744604_metabat_07	0.6898364	0.4669603	-0.3771422	62	1.276472	1.037031	1.581108
SRR6744604_metabat_08	0.4184832	0.1869938	-0.3833641	599	0.4344333	0.1817526	1.17393
SRR6744604_metabat_09	0.4960434	0.4327841	-0.4355062	408	4.641843	3.231712	6.798881
SRR6744604_metabat_10	0.4755967	0.2039948	-0.3430201	326	0.3476442	0.1549059	0.8661164
SRR6744604_metabat_11	0.6863554	0.5877269	-0.391815	49	6.838124	4.810839	9.900257
SRR6744604_metabat_12	0.6648772	0.4943486	-0.3299608	57	2.233075	1.914816	2.613148
SRR6744604_metabat_13	0.7407076	0.5671687	-0.4438063	50	2.974601	2.330981	3.829135
SRR6744604_metabat_14	0.744478	0.5274727	-0.3929205	22	1.706815	1.460417	2.001808
SRR6744605_metabat_01	0.9803846	0.4827016	-0.4008648	21	0.1879997	0.1395986	0.2565164
SRR6744605_metabat_02	0.9455929	0.5307941	-0.3809358	18	0.3773362	0.2923536	0.4916971
SRR6744605_metabat_03	0.6177103	0.2797301	-0.4189388	111	0.2831061	0.1524616	0.5578783
SRR6744605_metabat_04	0.4120038	0.2703505	-0.4056001	68	1.156411	0.5444091	2.687568
SRR6744605_metabat_05	1.020417	0.4141717	-0.3952144	7	0.08162451	0.05516692	0.1235789
SRR6744605_metabat_06	0.6415059	0.3147152	-0.3996019	64	0.3414223	0.1971616	0.6192262
SRR6744605_metabat_07	0.4482202	0.3209789	-0.4092417	67	1.590977	0.8435882	3.194306
SRR6744605_metabat_08	1.063182	0.4145473	-0.4206041	53	0.06474877	0.04330741	0.09918304
SRR6744605_metabat_09	1.114646	0.1504065	-0.435652	17	0.008320744	0.004171077	0.01788819
SRR6744605_metabat_10	
SRR6744605_metabat_11	
SRR6744605_metabat_12	0.6574771	0.4987819	-0.3742731	46	2.530995	2.179057	2.949312
SRR6744607_metabat_1	0.4210387	0.5084424	-0.4033025	85	39.25525	24.79114	64.17697
SRR6744607_metabat_2	1.01527	0.4376371	-0.3926255	55	0.1022474	0.07125556	0.1495988
SRR6744608_metabat_1	0.926002	0.5335298	-0.4122336	33	0.4452753	0.3484352	0.5740662
SRR6744608_metabat_2	1.051999	0.4363387	-0.3913027	12	0.08212955	0.05649615	0.1219155
SRR6744608_metabat_3	0.5057821	0.3603865	-0.4023192	88	1.598404	0.9555469	2.783951
SRR6744610_metabat_1	0.9308936	0.5133847	-0.3864883	66	0.3498632	0.2723649	0.4535634
SRR6744610_metabat_2	0.8034497	0.1386555	-0.3887257	21	0.03050695	0.01434057	0.07103218
SRR6744610_metabat_3	0.6740513	0.4452576	-0.363429	27	1.118386	0.8635748	1.462669
SRR6744612_metabat_1	0.6217253	0.4719942	-0.394929	49	2.446617	1.999621	3.011324
SRR6744612_metabat_2	0.6985092	0.5263892	-0.4011675	28	2.523613	2.173153	2.94007
SRR6744612_metabat_3	0.9291141	0.5176984	-0.406563	62	0.3700167	0.2887931	0.4783718
SRR6744614_metabat_01	0.7014803	0.526791	-0.4072944	17	2.469881	2.126122	2.878547
SRR6744614_metabat_02	0.6519881	0.5458289	-0.3970673	44	5.166047	4.17657	6.4322
SRR6744614_metabat_03	0.983809	0.4603005	-0.3929114	12	0.1500913	0.1086659	0.2105385
SRR6744614_metabat_04	0.6202664	0.5380837	-0.4060538	30	6.351361	5.126551	7.921645
SRR6744614_metabat_05	0.6296479	0.4212319	-0.3837313	25	1.202918	0.8717545	1.685586
SRR6744614_metabat_06	0.7496057	0.5259777	-0.3822233	14	1.603259	1.371376	1.880978
SRR6744614_metabat_07	1.012276	0.4481689	-0.4756339	18	0.1138502	0.08042118	0.1640981
SRR6744614_metabat_08	0.6379883	0.4716021	-0.4051436	33	2.105121	1.725888	2.582467
SRR6744614_metabat_09	0.9201602	0.5297939	-0.3957668	13	0.4463278	0.3505404	0.573167
SRR6744614_metabat_10	0.9795755	0.4300844	-0.3849618	12	0.117948	0.08231	0.1723079
SRR6744614_metabat_11	0.7310942	0.5429066	-0.3722698	8	2.3432	1.961548	2.811974
SRR6744614_metabat_12	0.6658419	0.3801607	-0.4102019	54	0.5690615	0.3770299	0.8810435
SRR6744614_metabat_13	0.9097681	0.4305403	-0.4664608	11	0.1807303	0.1288439	0.2578616
SRR6744614_metabat_14	0.8365248	0.343694	-0.3876104	45	0.1293942	0.08070271	0.2145926
SRR6744614_metabat_15	0.7640672	0.3302847	-0.4087608	12	0.1783392	0.1083748	0.3047646
SRR6744615_metabat_01	0.6225936	0.4702816	-0.3864447	22	2.372997	1.932916	2.931184
SRR6744615_metabat_02	0.6286465	0.4145093	-0.3941045	20	1.118959	0.7975627	1.596835
SRR6744615_metabat_03	0.914767	0.5323451	-0.413802	35	0.4764152	0.3751176	0.6101498
SRR6744615_metabat_04	1.069618	0.3428081	-0.4227793	4	0.03620759	0.02220638	0.06122067
SRR6744615_metabat_05	0.5505576	0.4191068	-0.3936237	13	2.301224	1.613538	3.344181
SRR6744615_metabat_06	0.7251532	0.5374154	-0.3943759	25	2.298389	1.945634	2.726039
SRR6744615_metabat_07	0.9055913	0.5149217	-0.3880338	25	0.4237025	0.3346614	0.54082
SRR6744615_metabat_08	0.8691889	0.4539431	-0.3921269	29	0.2935154	0.2201737	0.3960856
SRR6744615_metabat_09	0.6465158	0.574633	-0.3973646	38	8.499765	6.119761	11.99587
SRR6744615_metabat_10	
SRR6744621_metabat_1	0.4875769	0.2800495	-0.405698	76	0.7152049	0.3616953	1.521038
SRR6744621_metabat_2	0.6738354	0.2268455	-0.3924992	158	0.1222234	0.06178433	0.2600729
SRR6744621_metabat_3	0.6300809	0.4816409	-0.3891024	62	2.580181	2.15428	3.104912
SRR6744622_metabat_1	0.5713004	0.4776211	-0.4110653	60	4.243553	3.413667	5.311768
SRR6744622_metabat_2	0.6331544	0.4984284	-0.4139985	32	3.151077	2.69267	3.70073
SRR6744622_metabat_3	0.7693172	0.2151777	-0.3976905	62	0.06470487	0.0330496	0.1359458
SRR6744622_metabat_4	0.9521624	0.5207847	-0.4196145	13	0.326009	0.2515226	0.4267488
SRR6744622_metabat_5	0.4741385	0.3695127	-0.4041072	74	2.370045	1.413991	4.137615
SRR6744622_metabat_6	1.001536	0.4987985	-0.4043277	14	0.1910781	0.1423118	0.2598638
SRR6744622_metabat_7	0.6340968	0.4892789	-0.3988211	78	2.756729	2.333087	3.270458
SRR6744622_metabat_8	0.8589579	0.4232765	-0.3709431	32	0.2331826	0.1665061	0.3321071
SRR6744622_metabat_9	0.6331009	0.4798541	-0.3989759	51	2.451356	2.041709	2.957516
SRR6744628_metabat_1	0.4634379	0.2941798	-0.3938092	81	1.014408	0.5175995	2.133972
SRR6744633_metabat_1	0.9949271	0.3069413	-0.3883814	47	0.04038715	0.02381569	0.07147407
SRR6744633_metabat_2	0.4792132	0.2582578	-0.3948325	103	0.5986071	0.2902652	1.340825
SRR6744633_metabat_3	0.3551627	0.1473839	-0.3167224	348	0.4498142	0.1702186	1.388147
SRR6744637_metabat_1	1.089385	0.3819213	-0.3975203	79	0.04383003	0.02806561	0.07053408
SRR6744637_metabat_2	0.9168748	0.4674471	-0.4140183	8	0.244368	0.1834539	0.3294766
SRR6744643_metabat_1	0.4607133	0.2922016	-0.4230337	85	1.012855	0.5139927	2.14498
SRR6744643_metabat_2	0.7143926	0.3169218	-0.394795	48	0.2154873	0.1270579	0.3813937
SRR6744644_metabat_1	0.9496593	0.2619411	-0.4694166	44	0.03633608	0.0202281	0.06881938
SRR6744644_metabat_2	0.8135017	0.3995824	-0.3378868	79	0.2496855	0.1721694	0.3696495
SRR6744647_metabat_01	0.9467139	0.5329805	-0.3963293	49	0.3828787	0.2964005	0.4993676
SRR6744647_metabat_02	0.9733985	0.4648556	-0.3901895	14	0.166692	0.1218295	0.2314171
SRR6744647_metabat_03	
SRR6744647_metabat_04	0.6058337	0.5052404	-0.4086227	33	4.508975	3.798765	5.374799
SRR6744647_metabat_05	
SRR6744647_metabat_06	0.6176293	0.4743722	-0.3959542	28	2.621198	2.149905	3.214125
SRR6744647_metabat_07	0.506998	0.3195392	-0.4057114	67	0.9659574	0.5315451	1.854932
SRR6744647_metabat_08	0.4616928	0.2118169	-0.3964282	42	0.4146869	0.1851425	1.030563
SRR6744647_metabat_09	0.9653703	0.01706817	-0.4325175	46	0.006890053	0.00300651	0.01763202
SRR6744647_metabat_10	0.9001586	0.4400706	-0.4477827	32	0.2098227	0.152289	0.293525
SRR6744647_metabat_11	0.8146773	0.5626355	-0.3961127	89	1.46087	1.159523	1.854951
SRR6744648_metabat_01	0.4652811	0.2577766	-0.3496046	450	0.6605327	0.317103	1.498065
SRR6744648_metabat_02	0.7414822	0.2644975	-0.4794711	29	0.1138182	0.06193109	0.2215243
SRR6744648_metabat_03	0.7834168	0.2386278	-0.3989227	46	0.07233106	0.03824598	0.1457113
SRR6744648_metabat_04	0.5026769	0.3045766	-0.3770299	116	0.8406125	0.4484399	1.675414
SRR6744648_metabat_05	0.6599917	0.2104207	-0.4544236	89	0.1149889	0.05653531	0.2531861
SRR6744648_metabat_06	0.5289996	0.3215026	-0.4685861	53	0.8317749	0.4651497	1.566887
SRR6744648_metabat_07	0.6362769	0.5178075	-0.3926555	60	4.014271	3.424013	4.723536
SRR6744648_metabat_08	0.8035363	0.3357144	-0.3774528	31	0.1469877	0.09040139	0.2477289
SRR6744648_metabat_09	
SRR6744648_metabat_10	0.5851231	0.4823962	-0.3531934	24	3.973196	3.249496	4.886746
SRR6744650_metabat_1	0.6706648	0.5371722	-0.4031595	35	3.794828	3.17865	4.551129
SRR6744650_metabat_2	0.6170091	0.474817	-0.386065	26	2.651874	2.176517	3.249447
SRR6744650_metabat_3	0.9720238	0.5241695	-0.4148426	55	0.2949334	0.225327	0.3901773
SRR6744650_metabat_4	0.6455923	0.3954215	-0.397068	25	0.7844643	0.5361109	1.173005
SRR6744650_metabat_5	0.7713387	0.3976754	-0.3978739	57	0.3244362	0.2238412	0.4800095
SRR6744652_metabat_1	0.914026	0.5298872	-0.4014988	20	0.4666961	0.3677445	0.5972161
SRR6744652_metabat_2	1.007318	0.3825851	-0.3874666	17	0.06788454	0.04415263	0.1073222
SRR6744652_metabat_3	0.5650367	0.4798497	-0.4109403	38	4.660666	3.74226	5.845412
SRR6744652_metabat_4	0.6380827	0.4977177	-0.4157531	46	2.98047	2.550294	3.495466
SRR6744652_metabat_5	1.126051	0.3388278	-0.3995875	9	0.0267379	0.01622379	0.04577254
SRR6744652_metabat_6	0.5098854	0.1879724	-0.4028022	111	0.2363659	0.1051937	0.5897932
SRR6744652_metabat_7	1.061686	0.2186878	-0.4282828	84	0.01593021	0.008497512	0.03175367
SRR6744652_metabat_8	1.003089	0.03333333	-0.3716209	21	0.006529154	0.002909969	0.01626196
SRR6744654_metabat_1	0.9677717	0.4886503	-0.4003381	12	0.2152824	0.1616775	0.2901459
SRR6744654_metabat_2	0.5933434	0.4734646	-0.397305	21	3.240888	2.62556	4.02636
SRR6744654_metabat_3	1.007203	0.3893507	-0.3829236	12	0.0717268	0.04707401	0.1122453
SRR6744654_metabat_4	0.9083688	0.5317178	-0.3994922	18	0.4955053	0.3915301	0.6322019
